sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.9221;7.0862;3.1083;-1.3381;6.7021;7.0329;-1.6174;1.4072;1.8744;0.9242;-0.0386;0.2485;0.6225;-16.33;-38.7;-21.77;126.54;-44.64;7.9;0.0;63.025;47.66592;9.166993;447.41;NaN;28.91;3.790749;101.1;18 / 21;42507;2022-01-19 18:51:31:350
1.3156;9.5654;4.6058;1.6591;7.9633;5.4776;0.6439;-3.2614;-2.6412;-1.7735;1.3274;-1.1686;0.6225;-24.49;-39.82;-9.71;112.06;-54.73;-20.92;0.0;57.017;47.66592;9.166993;447.41;NaN;28.91;3.790749;101.1;18 / 21;43008;2022-01-19 18:51:31:851
3.2417;4.13;3.1226;1.9914;8.4909;4.4844;1.2748;0.3548;-4.9232;1.305;-0.6465;0.3835;0.6225;-30.26;-34.2;-9.45;127.71;-41.84;11.26;0.0;60.41;47.665897;9.167097;447.59;NaN;29.81;3.90929;108.9;18 / 21;43508;2022-01-19 18:51:32:351
-3.3698;10.8709;9.897;-2.0751;6.4352;7.103;-1.2264;1.6841;3.6708;0.9856;-1.2181;1.1919;0.6225;-9.19;-37.56;-25.09;132.98;-41.01;16.29;0.0;60.344;47.665897;9.167097;447.59;NaN;29.81;3.90929;108.9;18 / 21;44008;2022-01-19 18:51:32:851
-4.5604;11.142;10.1005;0.1876;7.8873;5.8246;2.0751;0.1165;-2.3776;0.0224;1.1891;-0.7222;0.6225;-18.9;-42.45;-18.22;118.5;-53.54;-1.85;0.0;58.749;47.665882;9.167192;447.43;NaN;29.74;3.925235;102.1;17 / 21;44507;2022-01-19 18:51:33:350
2.4678;5.2439;2.6175;1.7303;7.8947;5.5543;3.6697;-1.5728;-0.6842;-0.347;-0.6853;0.0293;0.6225;-27.62;-45.21;-7.46;127.7;-51.24;-3.99;0.0;63.661;47.665882;9.167192;447.43;NaN;29.74;3.925235;102.1;17 / 21;45007;2022-01-19 18:51:33:850
-1.3838;7.2419;9.332;-1.0456;6.8893;6.9003;-1.4851;0.8295;-2.1369;1.5415;-0.9523;0.9244;0.6225;-17.96;-39.47;-15.83;132.55;-44.63;8.62;0.0;63.342;47.66586;9.167301;448.1;NaN;30.38;4.238256;108.6;16 / 21;45507;2022-01-19 18:51:34:350
-2.9892;8.1906;9.3128;-0.8552;6.687;7.122;-1.9815;0.706;5.8874;-1.3118;1.5791;-1.0471;0.6225;-18.88;-41.93;-11.96;117.5;-58.26;-16.74;0.0;55.947;47.66586;9.167301;448.1;NaN;30.38;4.238256;108.6;16 / 21;46008;2022-01-19 18:51:34:851
1.8926;4.3413;2.7755;1.9888;7.8154;5.5799;1.5527;-0.9976;-3.6584;0.2535;0.7134;-0.7249;0.6225;-24.38;-40.46;-8.74;119.29;-52.84;-19.62;0.0;59.4;47.66584;9.167406;447.9;NaN;30.31;3.871618;107.1;16 / 21;46507;2022-01-19 18:51:35:350
3.4453;7.0767;3.559;0.7916;7.3474;6.4467;-2.5938;-0.6031;1.7158;1.1385;-1.2719;1.1552;0.6225;-19.31;-39.23;-19.58;131.35;-39.73;8.91;0.0;62.059;47.66584;9.167406;447.9;NaN;30.31;3.871618;107.1;16 / 21;47008;2022-01-19 18:51:35:851
-3.3196;8.8304;8.9842;-0.965;6.5979;7.1907;-0.8324;1.7773;3.2943;0.116;0.2023;0.1686;0.6225;-17.16;-39.64;-22.93;120.16;-47.79;-2.02;0.0;61.152;47.665813;9.167508;448.29;NaN;30.1;3.790092;107.8;16 / 21;47507;2022-01-19 18:51:36:350
3.9648;7.5986;3.3214;2.4605;7.8366;5.3576;-0.1134;-2.7192;-1.7617;-1.2907;1.6431;-1.1341;0.6225;-29.16;-38.32;-5.31;105.89;-55.4;-28.48;0.0;58.173;47.665813;9.167508;448.29;NaN;30.1;3.790092;107.8;16 / 21;48007;2022-01-19 18:51:36:850
1.4066;6.0059;8.7233;1.7798;7.9808;5.4138;0.0651;-2.8844;-0.8581;1.0347;-1.5113;0.7289;0.6225;-27.58;-38.72;-11.16;124.27;-47.31;3.01;0.0;62.105;47.66579;9.167605;447.58;NaN;28.91;3.790092;102.0;16 / 21;48507;2022-01-19 18:51:37:350
-2.3804;5.8095;1.5538;-1.3892;6.2711;7.4104;-2.363;7.3372;7.9935;0.6483;-0.5935;0.9531;0.6225;-18.34;-40.14;-20.68;107.6;-53.78;-9.47;0.0;61.931;47.66579;9.167605;447.58;NaN;28.91;3.790092;102.0;16 / 21;49008;2022-01-19 18:51:37:851
2.9419;7.1365;1.7621;0.7473;8.2217;5.293;1.6278;0.9525;-3.1887;-0.2144;0.6028;-0.7322;0.6225;-23.59;-41.42;-10.67;115.08;-56.97;-8.04;0.0;57.856;47.665775;9.167711;446.94;NaN;29.45;3.790092;103.3;16 / 21;49507;2022-01-19 18:51:38:350
3.9049;11.9776;4.2102;0.4458;7.4863;6.3188;-0.2153;0.7961;4.287;-0.8903;-0.7298;0.1061;0.6225;-24.79;-39.98;-13.03;131.1;-44.55;14.0;0.0;59.688;47.665775;9.167711;446.94;NaN;29.45;3.790092;103.3;16 / 21;50009;2022-01-19 18:51:38:852
-2.4978;8.9645;7.6597;-1.9181;6.5852;7.009;-0.2974;-0.4841;0.5993;0.3664;0.2226;0.3125;0.6225;-18.11;-39.71;-23.17;127.43;-42.18;15.3;0.0;60.748;47.665764;9.167818;446.66;NaN;28.94;3.790092;98.7;15 / 21;50508;2022-01-19 18:51:39:351
-1.7508;11.2545;13.0185;-0.823;7.2566;6.5448;0.6565;1.55;-1.4047;-1.8667;1.3983;-1.3008;0.6225;-14.85;-41.72;-20.66;113.4;-55.57;-13.93;0.0;57.954;47.665764;9.167818;446.66;NaN;28.94;3.790092;98.7;15 / 21;51008;2022-01-19 18:51:39:851
2.8054;7.8075;2.5576;2.7264;8.2599;4.5289;0.8115;-3.0475;-2.8762;-0.0375;0.6144;-0.4085;0.6225;-29.96;-38.79;-4.63;100.73;-57.38;-31.05;0.0;63.258;47.66575;9.167929;447.18;NaN;30.56;3.790092;103.7;14 / 21;51507;2022-01-19 18:51:40:350
-3.4943;5.2056;6.6391;0.1682;7.4323;6.3956;-3.4134;0.1874;3.1893;1.3835;-1.3134;1.1536;0.6225;-23.36;-38.68;-19.12;124.99;-43.2;8.43;0.0;62.629;47.66575;9.167929;447.18;NaN;30.56;3.790092;103.7;14 / 21;52008;2022-01-19 18:51:40:851
-5.1356;8.011;10.1658;0.3481;7.9437;5.7399;1.193;1.6192;-3.8773;-0.8837;0.626;-0.2073;0.6225;-22.78;-40.33;-17.53;105.98;-53.98;-22.78;0.0;55.827;47.66574;9.168037;446.9;NaN;29.23;3.790092;95.3;14 / 21;52508;2022-01-19 18:51:41:351
3.1149;5.208;1.0121;1.3948;8.2418;5.1281;0.7418;-2.0121;-2.8797;-0.3089;-0.1861;-0.0478;0.6225;-27.66;-39.47;-7.89;114.17;-56.28;-7.58;0.0;59.201;47.66574;9.168037;446.9;NaN;29.23;3.790092;95.3;14 / 21;53008;2022-01-19 18:51:41:851
1.2869;8.7125;6.3375;0.4494;8.003;5.6498;-1.8839;-0.4383;1.7701;1.4776;-1.0318;1.025;0.6225;-23.94;-39.73;-16.37;127.78;-45.03;12.26;0.0;59.999;47.665733;9.168146;446.9;NaN;29.77;3.790092;93.9;15 / 21;53508;2022-01-19 18:51:42:351
-1.7388;6.7343;6.5027;-1.3096;6.7928;6.9507;-0.8424;3.0757;1.5346;0.3487;-0.1065;0.369;0.6225;-21.69;-41.08;-17.64;105.0;-56.43;-8.55;0.0;58.49;47.665733;9.168146;446.9;NaN;29.77;3.790092;93.9;15 / 21;54008;2022-01-19 18:51:42:851
2.1638;6.6242;1.2857;1.7947;8.314;4.8813;0.3642;-1.3496;-2.2177;0.3113;0.5899;-0.3549;0.6225;-30.41;-38.25;-7.78;101.41;-56.74;-22.79;0.0;55.437;47.665726;9.168242;446.18;NaN;30.2;3.790092;100.4;14 / 21;54508;2022-01-19 18:51:43:351
3.6943;6.3722;0.3274;-0.0446;7.2677;6.5839;-1.7481;0.6325;2.3406;1.5367;-0.874;0.7101;0.6225;-23.16;-36.26;-23.27;118.37;-41.75;9.64;0.0;63.933;47.665726;9.168242;446.18;NaN;30.2;3.790092;100.4;14 / 21;55007;2022-01-19 18:51:43:850
-2.8479;8.7915;12.8772;-1.825;6.2443;7.3382;-0.7571;2.4936;4.6304;-0.9867;0.7146;-0.4806;0.6225;-19.89;-36.58;-24.11;96.48;-53.8;-0.93;0.0;62.596;47.66573;9.168349;445.88;NaN;29.09;3.790092;90.3;14 / 21;55508;2022-01-19 18:51:44:351
2.238;3.9768;1.6496;1.4079;8.1298;5.3004;-0.4745;-2.6937;-2.4951;-0.383;0.8318;-0.567;0.6225;-28.39;-39.45;-11.02;114.31;-53.51;-5.95;0.0;58.922;47.66573;9.168349;445.88;NaN;29.09;3.790092;90.3;14 / 21;56007;2022-01-19 18:51:44:850
6.1016;6.9019;2.1835;0.0762;7.3844;6.4526;-0.6277;1.3108;5.5924;1.1335;-1.1289;0.6867;0.6225;-22.84;-38.12;-19.24;125.48;-42.48;13.01;0.0;59.748;47.66575;9.168429;442.95;NaN;24.95;3.790092;77.4;14 / 21;56507;2022-01-19 18:51:45:350
-1.7172;6.2261;4.9075;-1.7382;6.1773;7.4155;-0.3028;0.902;3.5064;-0.526;0.1919;-0.0198;0.6225;-16.78;-38.59;-25.54;111.96;-48.41;6.39;0.0;55.666;47.66575;9.168429;442.95;NaN;24.95;3.790092;77.4;14 / 21;57008;2022-01-19 18:51:45:851
1.6245;7.9918;3.9516;1.6049;7.8887;5.6002;0.8651;-0.9021;-1.1889;-0.5165;1.2134;-0.8937;0.6225;-27.66;-39.47;-11.04;109.5;-53.55;-15.99;0.0;56.262;47.665752;9.168532;442.69;NaN;28.44;3.790092;81.2;15 / 21;57508;2022-01-19 18:51:46:351
-0.1814;7.7476;8.515;-0.4148;7.5452;6.2504;0.1491;0.1086;0.9832;0.8258;-1.2102;0.5437;0.6225;-21.34;-39.19;-19.22;125.49;-40.45;15.72;0.0;61.821;47.665752;9.168532;442.69;NaN;28.44;3.790092;81.2;15 / 21;58007;2022-01-19 18:51:46:850
-1.9519;9.5176;17.0335;-1.7346;7.2699;6.349;2.6228;-0.2713;-1.5573;0.5509;-0.0165;0.0229;0.6225;-14.79;-38.57;-21.28;125.16;-47.84;15.28;0.0;61.948;47.665745;9.168636;442.76;NaN;28.3;3.790092;100.2;15 / 21;58508;2022-01-19 18:51:47:351
2.827;4.6382;4.2701;1.8395;7.8845;5.5337;0.1273;-1.3211;-1.6879;0.1873;-0.2051;-0.0807;0.6225;-24.56;-37.29;-11.12;109.13;-54.9;-14.5;0.0;62.825;47.665745;9.168636;442.76;NaN;28.3;3.790092;100.2;15 / 21;59008;2022-01-19 18:51:47:851
1.2965;8.3989;2.7156;1.2666;7.979;5.559;-0.5123;2.1074;2.9698;1.0772;-0.9105;0.9039;0.6225;-24.24;-37.46;-13.72;124.35;-46.44;6.46;0.0;61.579;47.66573;9.16874;442.7;NaN;29.3;3.790092;105.4;15 / 21;59508;2022-01-19 18:51:48:351
-1.7125;8.7628;11.567;-1.1379;7.2521;6.5025;-0.1469;2.3827;-0.1314;0.1767;0.0995;0.1579;0.6225;-23.21;-39.54;-9.13;113.88;-58.74;-12.08;0.0;57.356;47.66573;9.16874;442.7;NaN;29.3;3.790092;105.4;15 / 21;60008;2022-01-19 18:51:48:851
0.7835;7.8985;2.6366;1.804;7.8204;5.6353;1.2702;-1.6379;-1.796;0.0439;0.2099;-0.2786;0.6225;-26.98;-38.01;-9.88;109.27;-54.24;-17.17;0.0;59.466;47.66571;9.168847;443.04;NaN;28.55;3.790092;103.2;15 / 21;60508;2022-01-19 18:51:49:351
-2.3182;11.877;6.3758;-1.0829;7.2607;6.5023;-1.5908;1.0444;0.0475;0.7714;-1.0473;0.7269;0.6225;-14.42;-37.46;-24.41;126.3;-42.02;11.82;0.0;61.655;47.66571;9.168847;443.04;NaN;28.55;3.790092;103.2;15 / 21;61008;2022-01-19 18:51:49:851
-0.9601;7.7596;5.6647;-0.9864;6.8962;6.9022;0.3074;1.0927;-1.5059;-2.1381;1.4462;-1.2734;0.6225;-17.74;-40.89;-17.49;112.18;-56.58;-9.67;0.0;56.428;47.665703;9.168953;443.26;NaN;28.04;3.790092;99.6;14 / 21;61508;2022-01-19 18:51:50:351
4.279;6.945;2.5911;2.1904;8.2234;4.8732;1.8392;0.245;-5.1843;-0.2341;0.3608;-0.1796;0.6225;-27.62;-35.68;-4.22;123.8;-50.34;-3.63;0.0;57.811;47.665703;9.168953;443.26;NaN;28.04;3.790092;99.6;14 / 21;62008;2022-01-19 18:51:50:851
-0.2867;6.1447;11.1402;-0.8935;6.9769;6.8333;-1.3508;1.7036;4.0491;1.0607;-1.0124;0.486;0.6225;-15.56;-36.98;-22.52;123.39;-43.71;10.51;0.0;61.198;47.665688;9.169055;443.6;NaN;28.01;3.790092;98.9;14 / 21;62507;2022-01-19 18:51:51:350
-1.6789;9.0267;8.8047;-0.7846;6.898;6.9263;0.0562;1.5623;1.5423;-2.0401;1.353;-0.9839;0.6225;-17.4;-37.37;-17.31;115.81;-55.98;-18.91;0.0;58.046;47.665688;9.169055;443.6;NaN;28.01;3.790092;98.9;14 / 21;63008;2022-01-19 18:51:51:851
3.0861;8.4276;1.0361;1.5325;8.4025;4.8186;1.0854;-0.2978;-2.5599;-0.3493;0.1089;-0.1563;0.6225;-27.79;-39.62;-7.01;107.27;-58.96;-17.64;0.0;59.809;47.665672;9.169155;443.48;NaN;27.0;3.790092;104.6;14 / 21;63508;2022-01-19 18:51:52:351
-1.6598;7.1341;9.4158;-1.3447;6.2039;7.4749;0.65;-1.6107;-1.9815;-0.5161;-0.0449;-0.1148;0.6225;-17.93;-39.62;-20.44;106.83;-55.65;-4.41;0.0;62.621;47.665672;9.169155;443.48;NaN;27.0;3.790092;104.6;14 / 21;64008;2022-01-19 18:51:52:851
-1.2115;5.6731;6.2872;-1.3262;6.1578;7.5162;0.356;0.9007;1.2065;0.1154;-0.0828;0.0997;0.6225;-13.63;-34.63;-22.72;129.28;-38.9;10.01;0.0;63.376;47.665657;9.169257;444.57;NaN;27.9;3.790092;102.0;14 / 21;64508;2022-01-19 18:51:53:351
-0.9313;5.9005;7.0324;-1.0382;6.3277;7.4197;-0.2679;0.0406;-0.224;-0.0192;-0.0031;0.0254;0.6225;-14.85;-37.14;-24.07;128.88;-39.62;8.09;0.0;62.013;47.665657;9.169257;444.57;NaN;27.9;3.790092;102.0;14 / 21;65007;2022-01-19 18:51:53:850
-1.4198;6.684;7.1928;-0.5144;6.2972;7.5;-0.0871;-0.0756;0.6252;0.1149;-0.1121;0.145;0.6225;-16.44;-41.21;-21.09;136.21;-40.26;5.85;0.0;62.456;47.66565;9.169352;444.25;NaN;23.8;3.790092;97.3;12 / 21;65508;2022-01-19 18:51:54:351
-0.5818;7.1245;9.5954;0.7177;6.5157;7.2939;-1.7784;0.0764;0.8317;0.1181;0.2553;0.4964;0.6225;-21.71;-37.97;-22.99;120.56;-41.78;-2.74;0.0;58.949;47.66565;9.169352;444.25;NaN;23.8;3.790092;97.3;12 / 21;66007;2022-01-19 18:51:54:850
-1.3408;7.1413;8.8526;0.9265;6.7583;7.0454;-1.479;-0.0994;0.9754;0.0477;0.3513;0.4001;0.0;-27.53;-30.77;-22.24;101.17;-43.56;-7.49;0.0;59.716;47.66566;9.169435;444.52;NaN;21.64;3.790092;87.2;12 / 21;66508;2022-01-19 18:51:55:351
-1.0511;6.9881;7.8751;0.8717;6.8543;6.9591;-1.826;-0.5501;0.1205;0.0704;0.1426;0.3583;0.0;-29.34;-27.41;-24.38;91.81;-43.77;-6.19;0.0;60.696;47.66566;9.169435;444.52;NaN;21.64;3.790092;87.2;12 / 21;67008;2022-01-19 18:51:55:851
-1.257;6.5326;8.1989;1.1262;7.0022;6.7728;-1.4607;-0.6418;0.9897;-7.0E-4;0.566;0.341;0.0;-29.53;-21.88;-29.36;71.03;-45.56;-9.44;0.0;61.85;47.66568;9.169519;445.4;NaN;23.62;3.790092;58.6;15 / 21;67508;2022-01-19 18:51:56:351
1.3898;10.3154;10.2687;0.5408;7.2342;6.5988;-2.0645;-3.0309;-3.0146;0.9628;-0.8626;0.7158;0.0;-31.31;-20.33;-31.18;70.21;-39.62;-0.95;0.0;63.87;47.66568;9.169519;445.4;NaN;23.62;3.790092;58.6;15 / 21;68007;2022-01-19 18:51:56:850
0.7189;6.8516;9.2841;1.6138;8.4232;4.7556;-0.2774;-1.7094;-3.2157;-0.9742;0.7381;-0.5371;0.0;-28.93;-22.67;-32.48;20.66;-59.83;-29.64;0.0;60.093;47.665726;9.169562;446.36;NaN;23.04;3.790092;21.1;15 / 21;68508;2022-01-19 18:51:57:351
0.9996;5.5797;8.6778;-0.4406;5.804;7.8924;0.1923;-1.1048;-0.7686;1.2469;-0.9951;0.614;0.0;-18.84;-6.11;-41.76;54.15;-31.88;4.73;0.0;65.549;47.665726;9.169562;446.36;NaN;23.04;3.790092;21.1;15 / 21;69008;2022-01-19 18:51:57:851
-4.4909;5.3876;24.2365;-0.6658;7.3021;6.5121;2.449;-1.3685;-3.6469;-4.462;1.269;-0.7591;0.0;-12.08;-11.42;-41.74;35.34;-48.13;5.84;0.0;63.14;47.665775;9.169597;447.56;NaN;24.88;3.790092;17.4;15 / 20;69508;2022-01-19 18:51:58:351
1.2917;11.1085;18.2384;0.7126;6.791;7.0388;1.2753;1.4926;9.3292;2.2484;-0.2598;0.5558;0.0;-8.17;-2.66;-42.0;64.47;-20.21;18.67;0.0;57.866;47.665775;9.169597;447.56;NaN;24.88;3.790092;17.4;15 / 20;70007;2022-01-19 18:51:58:850
-0.5818;6.3913;10.5201;-0.8946;6.2099;7.5371;4.0166;1.2776;0.8498;0.4013;0.3652;-0.0442;0.0;-10.2;-6.73;-42.11;36.31;-39.29;6.77;0.0;58.42;47.66584;9.169617;447.67;NaN;22.68;3.854805;8.4;17 / 20;70508;2022-01-19 18:51:59:351
0.5991;9.4266;2.5265;1.3042;7.9583;5.5799;1.8813;-2.0057;-4.8213;0.2604;-0.4763;-0.0908;0.0;-19.5;-21.73;-32.7;64.11;-49.47;2.9;0.0;59.908;47.66584;9.169617;447.67;NaN;22.68;3.854805;8.4;17 / 20;71008;2022-01-19 18:51:59:851
-0.7542;8.7412;8.1223;-1.7602;6.8071;6.8363;-0.096;0.8976;1.7665;0.7695;-0.5631;1.1486;0.0;-8.96;-14.64;-40.11;47.32;-42.37;9.79;0.0;63.217;47.665897;9.169636;446.62;NaN;22.57;3.790092;9.1;17 / 20;71508;2022-01-19 18:52:00:351
2.6881;6.9426;2.9119;-0.1724;8.3024;5.2164;2.1819;0.1698;-1.4991;-0.1848;0.2355;-0.478;0.0;-19.31;-24.84;-31.93;40.32;-59.71;-7.87;0.0;55.682;47.665897;9.169636;446.62;NaN;22.57;3.790092;9.1;17 / 20;72007;2022-01-19 18:52:00:850
0.2544;4.9063;5.6066;-0.187;7.726;6.0369;-1.4318;-0.4946;2.7634;1.3208;-1.2212;0.7704;0.0;-10.71;-14.31;-40.07;54.9;-46.17;16.95;0.0;63.17;47.66595;9.169664;447.81;NaN;22.68;3.913353;17.0;17 / 20;72507;2022-01-19 18:52:01:350
-0.0688;7.68;6.3949;-0.6728;7.7537;5.9664;1.8653;0.0626;-2.5424;-1.0076;0.7519;-0.4293;0.0;-9.94;-19.86;-34.95;13.99;-57.74;-8.15;0.0;56.907;47.66595;9.169664;447.81;NaN;22.68;3.913353;17.0;17 / 20;73008;2022-01-19 18:52:01:851
1.9267;7.9727;3.0245;0.6788;8.5556;4.7447;1.7263;-0.7275;-1.8428;1.1797;-0.9525;0.4816;0.0;-17.12;-24.3;-29.96;60.74;-54.66;1.97;0.0;59.805;47.665993;9.169703;449.46;NaN;20.38;4.763203;25.0;17 / 20;73508;2022-01-19 18:52:02:351
-3.1687;8.09;9.4373;-2.4403;6.6537;6.7782;0.9256;1.9238;5.1158;0.543;-0.036;0.1706;0.0;-5.74;-16.91;-42.19;37.87;-57.25;16.94;0.0;63.171;47.665993;9.169703;449.46;NaN;20.38;4.763203;25.0;17 / 20;74008;2022-01-19 18:52:02:851
-0.2867;7.75;2.7108;0.3618;8.4559;4.9535;1.2126;-2.3816;-1.8444;-0.1756;0.5343;-0.7925;0.0;-15.94;-20.7;-30.45;33.48;-59.47;-8.79;0.0;55.381;47.666046;9.169727;450.13;NaN;19.84;4.507977;29.1;17 / 20;74508;2022-01-19 18:52:03:351
-3.286;11.0313;11.8232;0.0753;7.8834;5.8324;-3.3165;-0.5783;3.2846;0.1373;-1.3082;0.4907;0.0;-6.75;-16.89;-41.23;57.91;-43.82;19.74;0.0;60.134;47.666046;9.169727;450.13;NaN;19.84;4.507977;29.1;17 / 20;75008;2022-01-19 18:52:03:851
-1.2594;7.0192;10.4962;0.6088;8.2303;5.2973;1.4808;0.2706;-2.5105;-1.8994;1.3869;-0.6498;0.0;-10.84;-18.71;-41.14;14.08;-57.06;-6.56;0.0;56.878;47.66611;9.169773;449.31;NaN;24.05;4.447677;21.5;17 / 20;75507;2022-01-19 18:52:04:350
2.1255;4.7028;2.7587;0.9717;8.2971;5.1365;0.6705;-0.0799;-2.7874;0.2344;0.0642;-0.2771;0.0;-10.09;-20.16;-35.1;44.06;-47.95;2.94;0.0;54.953;47.66611;9.169773;449.31;NaN;24.05;4.447677;21.5;17 / 20;76008;2022-01-19 18:52:04:851
-1.6861;6.2189;6.0454;-1.9332;6.8684;6.7274;-0.7733;0.1375;-1.2852;0.7294;-0.365;0.6796;0.0;-10.59;-13.05;-41.93;57.66;-40.49;16.5;0.0;60.249;47.6662;9.169804;450.63;NaN;31.0;4.867061;16.8;15 / 20;76507;2022-01-19 18:52:05:350
1.409;8.2361;2.9862;1.3144;8.2001;5.2155;0.2374;-1.6193;-2.303;-0.147;0.8278;-0.2632;0.0;-22.8;-21.99;-33.39;38.4;-56.91;-12.66;0.0;56.834;47.6662;9.169804;450.63;NaN;31.0;4.867061;16.8;15 / 20;77008;2022-01-19 18:52:05:851
1.4832;6.8277;4.4209;0.924;7.8657;5.7834;-1.3406;-2.1029;2.3355;0.6566;-0.7743;0.4234;0.0;-18.86;-19.71;-38.61;63.92;-44.6;6.59;0.0;62.942;47.66627;9.169826;450.73;NaN;25.42;4.746491;18.9;16 / 20;77507;2022-01-19 18:52:06:350
-2.0237;7.9152;9.9593;-1.8587;6.1687;7.3934;0.2609;2.4811;3.2941;-0.0732;0.2096;0.0622;0.0;-10.63;-18.19;-43.69;43.6;-45.52;7.5;0.0;60.937;47.66627;9.169826;450.73;NaN;25.42;4.746491;18.9;16 / 20;78007;2022-01-19 18:52:06:850
2.6019;6.8492;2.9239;1.3026;8.2614;5.1209;0.7609;-2.6746;-2.058;-0.5724;0.9599;-0.9229;0.0;-22.01;-24.22;-33.41;32.56;-56.67;-16.4;0.0;60.358;47.666336;9.169831;450.21;NaN;25.45;5.299364;8.5;16 / 20;78508;2022-01-19 18:52:07:351
-0.9673;7.0815;6.5386;-1.5247;6.6828;7.0133;-0.5648;0.8553;0.5228;0.8298;-1.1996;0.5454;0.0;-8.92;-17.76;-43.29;63.15;-38.21;15.13;0.0;63.849;47.666336;9.169831;450.21;NaN;25.45;5.299364;8.5;16 / 20;79008;2022-01-19 18:52:07:851
-0.4573;7.8554;10.92;-0.7627;7.0149;6.8102;1.1221;0.7424;-2.9209;-0.8161;0.6839;-0.4407;0.0;-12.81;-20.74;-41.4;15.09;-55.99;-9.12;0.0;56.593;47.6664;9.169876;451.26;NaN;26.93;4.913233;13.5;16 / 20;79508;2022-01-19 18:52:08:351
2.4295;6.3243;3.4584;1.5097;7.9872;5.486;-1.6642;-1.6329;2.0655;0.253;-0.5214;0.2937;0.0;-21.96;-24.81;-34.71;71.38;-47.18;2.57;0.0;57.186;47.6664;9.169876;451.26;NaN;26.93;4.913233;13.5;16 / 20;80008;2022-01-19 18:52:08:851
-1.075;7.6034;9.5451;-1.2256;6.5246;7.2179;-0.4145;0.4064;2.0018;0.4907;-0.4651;0.7829;0.0;-11.62;-17.23;-41.94;54.36;-41.71;9.64;0.0;64.28;47.66646;9.169928;452.96;NaN;30.17;5.160997;24.0;17 / 21;80508;2022-01-19 18:52:09:351
3.0478;6.945;2.4475;0.9379;8.0581;5.5098;2.0966;-0.9668;-2.9035;0.2264;0.4079;-0.2595;0.0;-22.22;-21.84;-34.35;24.98;-57.0;-18.94;0.0;54.783;47.66646;9.169928;452.96;NaN;30.17;5.160997;24.0;17 / 21;81008;2022-01-19 18:52:09:851
-0.8595;7.5507;9.3009;-0.5462;6.3197;7.4788;-0.8471;1.6547;2.3361;0.3521;-0.6149;0.4264;0.0;-12.36;-11.44;-40.65;48.03;-38.74;7.95;0.0;64.319;47.66653;9.16994;452.97;NaN;25.96;5.108004;20.4;18 / 21;81508;2022-01-19 18:52:10:351
-0.2532;5.9245;7.2095;-0.9442;6.0631;7.6497;0.1017;0.7038;1.3796;0.212;0.1021;0.0144;0.0;-9.58;-13.05;-40.87;46.78;-38.6;7.55;0.0;62.115;47.66653;9.16994;452.97;NaN;25.96;5.108004;20.4;18 / 21;82008;2022-01-19 18:52:10:851
-0.3974;6.2668;8.1678;-1.4811;5.8617;7.7212;0.5803;0.3557;-0.7164;-0.0306;-0.1834;-0.0912;0.0;-8.91;-11.96;-43.07;49.23;-36.71;10.86;0.0;61.901;47.6666;9.16996;453.42;NaN;25.34;4.763329;8.7;18 / 21;82508;2022-01-19 18:52:11:351
-0.5076;5.8814;7.8997;-1.3279;5.7924;7.801;0.8119;0.5592;-0.0641;0.1628;-0.1664;-0.0037;0.0;-8.17;-12.92;-42.92;49.56;-36.19;10.8;0.0;62.443;47.6666;9.16996;453.42;NaN;25.34;4.763329;8.7;18 / 21;83007;2022-01-19 18:52:11:850
-0.8212;6.3386;8.254;-0.842;5.8366;7.8355;0.3933;0.0407;0.7122;0.0153;0.0248;0.0194;0.0;-11.01;-13.67;-42.54;49.01;-36.52;6.13;0.0;63.642;47.666656;9.16998;452.42;NaN;23.83;4.560472;10.3;18 / 21;83509;2022-01-19 18:52:12:352
-0.6728;5.7521;7.4537;-0.8292;5.8575;7.8213;0.3865;0.0766;0.2412;-0.0173;-0.0184;0.0084;0.0;-9.96;-15.11;-43.5;49.18;-36.34;6.22;0.0;59.163;47.666656;9.16998;452.42;NaN;23.83;4.560472;10.3;18 / 21;84008;2022-01-19 18:52:12:851
